ratio: 内存被购买比例
ram_price: 内存价格，单位：EOS/KB
eos_balance: eosio.ram 账户余额
ram_bought: 被购买的内存数量，单位：字节

ratio	ram_price	eos_balance	ram_bought
91.98%	2.3220	11468823	63208174699
91.97%	2.3167	11453295	63201302751
91.96%	2.3063	11437806	63194430804
91.95%	2.3011	11422356	63187558856
91.94%	2.2960	11406943	63180686908
91.93%	2.2908	11391569	63173814961
91.92%	2.2857	11376233	63166943013
91.91%	2.2806	11360935	63160071065
91.90%	2.2756	11345674	63153199118
91.89%	2.2705	11330452	63146327170
91.88%	2.2655	11315266	63139455222
91.87%	2.2555	11300118	63132583275
91.86%	2.2505	11285008	63125711327
91.85%	2.2456	11269934	63118839379
91.84%	2.2407	11254897	63111967432
91.83%	2.2358	11239897	63105095484
91.82%	2.2309	11224934	63098223536
91.81%	2.2261	11210008	63091351589
91.80%	2.2213	11195117	63084479641
91.79%	2.2117	11180263	63077607693
91.78%	2.2069	11165445	63070735746
91.77%	2.2022	11150664	63063863798
91.76%	2.1974	11135918	63056991850
91.75%	2.1927	11121207	63050119903
91.74%	2.1880	11106533	63043247955
91.73%	2.1834	11091894	63036376007
91.72%	2.1741	11077290	63029504060
91.71%	2.1695	11062721	63022632112
91.70%	2.1649	11048188	63015760164
91.69%	2.1603	11033690	63008888217
91.68%	2.1558	11019226	63002016269
91.67%	2.1513	11004797	62995144321
91.66%	2.1468	10990403	62988272374
91.65%	2.1378	10976043	62981400426
91.64%	2.1333	10961718	62974528478
91.63%	2.1289	10947427	62967656531
91.62%	2.1245	10933169	62960784583
91.61%	2.1201	10918946	62953912635
91.60%	2.1157	10904757	62947040688
91.59%	2.1113	10890602	62940168740
91.58%	2.1027	10876480	62933296792
91.57%	2.0984	10862391	62926424845
91.56%	2.0941	10848336	62919552897
91.55%	2.0898	10834315	62912680949
91.54%	2.0855	10820326	62905809001
91.53%	2.0813	10806371	62898937054
91.52%	2.0729	10792448	62892065106
91.51%	2.0687	10778558	62885193158
91.50%	2.0645	10764701	62878321211
91.49%	2.0604	10750877	62871449263
91.48%	2.0562	10737084	62864577315
91.47%	2.0521	10723325	62857705368
91.46%	2.0439	10709597	62850833420
91.45%	2.0398	10695902	62843961472
91.44%	2.0358	10682238	62837089525
91.43%	2.0317	10668607	62830217577
91.42%	2.0277	10655007	62823345629
91.41%	2.0237	10641439	62816473682
91.40%	2.0157	10627902	62809601734
91.39%	2.0118	10614397	62802729786
91.38%	2.0078	10600923	62795857839
91.37%	2.0039	10587481	62788985891
91.36%	2.0000	10574069	62782113943
91.35%	1.9922	10560689	62775241996
91.34%	1.9883	10547339	62768370048
91.33%	1.9845	10534021	62761498100
91.32%	1.9807	10520733	62754626153
91.31%	1.9768	10507475	62747754205
91.30%	1.9692	10494248	62740882257
91.29%	1.9655	10481051	62734010310
91.28%	1.9617	10467885	62727138362
91.27%	1.9579	10454749	62720266414
91.26%	1.9542	10441643	62713394467
91.25%	1.9468	10428567	62706522519
91.24%	1.9431	10415520	62699650571
91.23%	1.9394	10402504	62692778624
91.22%	1.9357	10389517	62685906676
91.21%	1.9321	10376559	62679034728
91.20%	1.9248	10363632	62672162781
91.19%	1.9212	10350733	62665290833
91.18%	1.9176	10337864	62658418885
91.17%	1.9140	10325023	62651546938
91.16%	1.9104	10312212	62644674990
91.15%	1.9033	10299430	62637803042
91.14%	1.8998	10286677	62630931095
91.13%	1.8963	10273952	62624059147
91.12%	1.8928	10261256	62617187199
91.11%	1.8893	10248589	62610315252
91.10%	1.8824	10235950	62603443304
91.09%	1.8789	10223340	62596571356
91.08%	1.8755	10210757	62589699409
91.07%	1.8720	10198203	62582827461
91.06%	1.8652	10185677	62575955513
91.05%	1.8618	10173179	62569083565
91.04%	1.8584	10160709	62562211618
91.03%	1.8551	10148267	62555339670
91.02%	1.8484	10135853	62548467722
91.01%	1.8450	10123466	62541595775
91.00%	1.8417	10111106	62534723827
90.99%	1.8384	10098774	62527851879
90.98%	1.8351	10086470	62520979932
90.97%	1.8286	10074192	62514107984
90.96%	1.8253	10061942	62507236036
90.95%	1.8221	10049719	62500364089
90.94%	1.8188	10037523	62493492141
90.93%	1.8124	10025353	62486620193
90.92%	1.8092	10013211	62479748246
90.91%	1.8060	10001095	62472876298
90.90%	1.8028	9989006	62466004350
90.89%	1.7965	9976944	62459132403
90.88%	1.7933	9964907	62452260455
90.87%	1.7902	9952898	62445388507
90.86%	1.7871	9940914	62438516560
90.85%	1.7809	9928957	62431644612
90.84%	1.7778	9917026	62424772664
90.83%	1.7747	9905120	62417900717
90.82%	1.7716	9893241	62411028769
90.81%	1.7655	9881388	62404156821
90.80%	1.7625	9869560	62397284874
90.79%	1.7595	9857758	62390412926
90.78%	1.7534	9845982	62383540978
90.77%	1.7504	9834231	62376669031
90.76%	1.7474	9822506	62369797083
90.75%	1.7445	9810806	62362925135
90.74%	1.7385	9799131	62356053188
90.73%	1.7356	9787482	62349181240
90.72%	1.7327	9775857	62342309292
90.71%	1.7297	9764258	62335437345
90.70%	1.7239	9752683	62328565397
90.69%	1.7210	9741134	62321693449
90.68%	1.7181	9729609	62314821502
90.67%	1.7124	9718109	62307949554
90.66%	1.7095	9706633	62301077606
90.65%	1.7067	9695182	62294205659
90.64%	1.7038	9683756	62287333711
90.63%	1.6982	9672354	62280461763
90.62%	1.6954	9660976	62273589816
90.61%	1.6926	9649622	62266717868
90.60%	1.6870	9638293	62259845920
90.59%	1.6842	9626988	62252973973
90.58%	1.6814	9615706	62246102025
90.57%	1.6787	9604449	62239230077
90.56%	1.6732	9593215	62232358129
90.55%	1.6705	9582006	62225486182
90.54%	1.6678	9570820	62218614234
90.53%	1.6623	9559657	62211742286
90.52%	1.6596	9548518	62204870339
90.51%	1.6570	9537403	62197998391
90.50%	1.6516	9526311	62191126443
90.49%	1.6490	9515242	62184254496
90.48%	1.6463	9504197	62177382548
90.47%	1.6437	9493174	62170510600
90.46%	1.6384	9482175	62163638653
90.45%	1.6358	9471199	62156766705
90.44%	1.6332	9460246	62149894757
90.43%	1.6280	9449316	62143022810
90.42%	1.6254	9438408	62136150862
90.41%	1.6228	9427524	62129278914
90.40%	1.6177	9416662	62122406967
90.39%	1.6151	9405822	62115535019
90.38%	1.6126	9395005	62108663071
90.37%	1.6075	9384211	62101791124
90.36%	1.6050	9373439	62094919176
90.35%	1.6025	9362689	62088047228
90.34%	1.5975	9351962	62081175281
90.33%	1.5950	9341257	62074303333
90.32%	1.5925	9330573	62067431385
90.31%	1.5876	9319912	62060559438
90.30%	1.5851	9309273	62053687490
90.29%	1.5827	9298656	62046815542
90.28%	1.5778	9288061	62039943595
90.27%	1.5754	9277487	62033071647
90.26%	1.5730	9266935	62026199699
90.25%	1.5681	9256405	62019327752
90.24%	1.5657	9245897	62012455804
90.23%	1.5634	9235409	62005583856
90.22%	1.5586	9224944	61998711909
90.21%	1.5562	9214500	61991839961
90.20%	1.5539	9204077	61984968013
90.19%	1.5492	9193675	61978096066
90.18%	1.5468	9183294	61971224118
90.17%	1.5445	9172935	61964352170
90.16%	1.5398	9162597	61957480223
90.15%	1.5375	9152279	61950608275
90.14%	1.5352	9141983	61943736327
90.13%	1.5306	9131707	61936864380
90.12%	1.5284	9121452	61929992432
90.11%	1.5238	9111218	61923120484
90.10%	1.5215	9101005	61916248536
90.09%	1.5193	9090812	61909376589
90.08%	1.5148	9080640	61902504641
90.07%	1.5126	9070488	61895632693
90.06%	1.5103	9060357	61888760746
90.05%	1.5059	9050246	61881888798
90.04%	1.5037	9040156	61875016850
90.03%	1.5015	9030085	61868144903
90.02%	1.4971	9020035	61861272955
90.01%	1.4949	9010005	61854401007
90.00%	1.4905	8999995	61847529060
89.99%	1.4884	8990005	61840657112
89.98%	1.4862	8980035	61833785164
89.97%	1.4819	8970085	61826913217
89.96%	1.4798	8960154	61820041269
89.95%	1.4776	8950244	61813169321
89.94%	1.4734	8940353	61806297374
89.93%	1.4713	8930481	61799425426
89.92%	1.4670	8920630	61792553478
89.91%	1.4649	8910798	61785681531
89.90%	1.4629	8900985	61778809583
89.89%	1.4587	8891192	61771937635
89.88%	1.4566	8881418	61765065688
89.87%	1.4525	8871663	61758193740
89.86%	1.4504	8861928	61751321792
89.85%	1.4484	8852212	61744449845
89.84%	1.4443	8842515	61737577897
89.83%	1.4423	8832837	61730705949
89.82%	1.4382	8823178	61723834002
89.81%	1.4362	8813538	61716962054
89.80%	1.4342	8803916	61710090106
89.79%	1.4302	8794314	61703218159
89.78%	1.4282	8784731	61696346211
89.77%	1.4242	8775166	61689474263
89.76%	1.4222	8765620	61682602316
89.75%	1.4202	8756092	61675730368
89.74%	1.4163	8746584	61668858420
89.73%	1.4144	8737093	61661986473
89.72%	1.4105	8727621	61655114525
89.71%	1.4085	8718168	61648242577
89.70%	1.4066	8708733	61641370630
89.69%	1.4027	8699316	61634498682
89.68%	1.4008	8689917	61627626734
89.67%	1.3970	8680537	61620754787
89.66%	1.3951	8671175	61613882839
89.65%	1.3932	8661831	61607010891
89.64%	1.3894	8652505	61600138944
89.63%	1.3875	8643196	61593266996
89.62%	1.3838	8633906	61586395048
89.61%	1.3819	8624634	61579523100
89.60%	1.3782	8615379	61572651153
89.59%	1.3763	8606143	61565779205
89.58%	1.3745	8596924	61558907257
89.57%	1.3708	8587723	61552035310
89.56%	1.3690	8578539	61545163362
89.55%	1.3653	8569373	61538291414
89.54%	1.3635	8560224	61531419467
89.53%	1.3599	8551093	61524547519
89.52%	1.3581	8541980	61517675571
89.51%	1.3545	8532883	61510803624
89.50%	1.3527	8523804	61503931676
89.49%	1.3509	8514743	61497059728
89.48%	1.3474	8505698	61490187781
89.47%	1.3456	8496671	61483315833
89.46%	1.3421	8487661	61476443885
89.45%	1.3403	8478668	61469571938
89.44%	1.3368	8469692	61462699990
89.43%	1.3351	8460733	61455828042
89.42%	1.3316	8451791	61448956095
89.41%	1.3299	8442865	61442084147
89.40%	1.3281	8433957	61435212199
89.39%	1.3247	8425065	61428340252
89.38%	1.3230	8416191	61421468304
89.37%	1.3196	8407333	61414596356
89.36%	1.3179	8398491	61407724409
89.35%	1.3145	8389666	61400852461
89.34%	1.3128	8380858	61393980513
89.33%	1.3095	8372066	61387108566
89.32%	1.3078	8363291	61380236618
89.31%	1.3045	8354532	61373364670
89.30%	1.3028	8345789	61366492723
89.29%	1.2995	8337063	61359620775
89.28%	1.2978	8328353	61352748827
89.27%	1.2946	8319659	61345876880
89.26%	1.2929	8310982	61339004932
89.25%	1.2913	8302320	61332132984
89.24%	1.2881	8293675	61325261037
89.23%	1.2864	8285046	61318389089
89.22%	1.2832	8276433	61311517141
89.21%	1.2816	8267835	61304645194
89.20%	1.2784	8259254	61297773246
89.19%	1.2768	8250689	61290901298
89.18%	1.2736	8242139	61284029351
89.17%	1.2720	8233605	61277157403
89.16%	1.2689	8225087	61270285455
89.15%	1.2673	8216585	61263413508
89.14%	1.2642	8208098	61256541560
89.13%	1.2626	8199627	61249669612
89.12%	1.2595	8191171	61242797664
89.11%	1.2580	8182731	61235925717
89.10%	1.2549	8174307	61229053769
89.09%	1.2534	8165898	61222181821
89.08%	1.2503	8157504	61215309874
89.07%	1.2488	8149126	61208437926
89.06%	1.2457	8140763	61201565978
89.05%	1.2442	8132415	61194694031
89.04%	1.2412	8124082	61187822083
89.03%	1.2397	8115765	61180950135
89.02%	1.2367	8107463	61174078188
89.01%	1.2352	8099176	61167206240
89.00%	1.2323	8090904	61160334292
88.99%	1.2308	8082647	61153462345
88.98%	1.2278	8074405	61146590397
88.97%	1.2263	8066178	61139718449
88.96%	1.2234	8057966	61132846502
88.95%	1.2220	8049768	61125974554
88.94%	1.2190	8041586	61119102606
88.93%	1.2176	8033418	61112230659
88.92%	1.2147	8025265	61105358711
88.91%	1.2118	8017127	61098486763
88.90%	1.2104	8009004	61091614816
88.89%	1.2075	8000895	61084742868
88.88%	1.2061	7992800	61077870920
88.87%	1.2033	7984721	61070998973
88.86%	1.2019	7976655	61064127025
88.85%	1.1991	7968605	61057255077
88.84%	1.1977	7960568	61050383130
88.83%	1.1949	7952546	61043511182
88.82%	1.1935	7944539	61036639234
88.81%	1.1907	7936545	61029767287
88.80%	1.1893	7928566	61022895339
88.79%	1.1866	7920601	61016023391
88.78%	1.1852	7912651	61009151444
88.77%	1.1824	7904714	61002279496
88.76%	1.1797	7896792	60995407548
88.75%	1.1784	7888884	60988535601
88.74%	1.1757	7880989	60981663653
88.73%	1.1743	7873109	60974791705
88.72%	1.1716	7865243	60967919758
88.71%	1.1703	7857391	60961047810
88.70%	1.1676	7849552	60954175862
88.69%	1.1663	7841728	60947303915
88.68%	1.1636	7833917	60940431967
88.67%	1.1623	7826120	60933560019
88.66%	1.1597	7818337	60926688071
88.65%	1.1571	7810567	60919816124
88.64%	1.1558	7802812	60912944176
88.63%	1.1532	7795069	60906072228
88.62%	1.1519	7787341	60899200281
88.61%	1.1493	7779626	60892328333
88.60%	1.1480	7771924	60885456385
88.59%	1.1454	7764237	60878584438
88.58%	1.1429	7756562	60871712490
88.57%	1.1416	7748901	60864840542
88.56%	1.1390	7741253	60857968595
88.55%	1.1378	7733619	60851096647
88.54%	1.1353	7725998	60844224699
88.53%	1.1340	7718390	60837352752
88.52%	1.1315	7710796	60830480804
88.51%	1.1290	7703215	60823608856
88.50%	1.1278	7695647	60816736909
88.49%	1.1253	7688092	60809864961
88.48%	1.1240	7680550	60802993013
88.47%	1.1216	7673022	60796121066
88.46%	1.1204	7665506	60789249118
88.45%	1.1179	7658003	60782377170
88.44%	1.1155	7650514	60775505223
88.43%	1.1143	7643037	60768633275
88.42%	1.1118	7635573	60761761327
88.41%	1.1106	7628122	60754889380
88.40%	1.1082	7620684	60748017432
88.39%	1.1058	7613259	60741145484
88.38%	1.1046	7605847	60734273537
88.37%	1.1023	7598447	60727401589
88.36%	1.1011	7591060	60720529641
88.35%	1.0987	7583686	60713657694
88.34%	1.0964	7576324	60706785746
88.33%	1.0952	7568975	60699913798
88.32%	1.0928	7561638	60693041851
88.31%	1.0917	7554315	60686169903
88.30%	1.0894	7547003	60679297955
88.29%	1.0870	7539704	60672426008
88.28%	1.0859	7532418	60665554060
88.27%	1.0836	7525144	60658682112
88.26%	1.0825	7517882	60651810165
88.25%	1.0802	7510633	60644938217
88.24%	1.0779	7503396	60638066269
88.23%	1.0768	7496171	60631194322
88.22%	1.0745	7488959	60624322374
88.21%	1.0723	7481759	60617450426
88.20%	1.0711	7474571	60610578479
88.19%	1.0689	7467395	60603706531
88.18%	1.0678	7460231	60596834583
88.17%	1.0656	7453080	60589962635
88.16%	1.0633	7445941	60583090688
88.15%	1.0622	7438813	60576218740
88.14%	1.0600	7431698	60569346792
88.13%	1.0579	7424594	60562474845
88.12%	1.0568	7417503	60555602897
88.11%	1.0546	7410424	60548730949
88.10%	1.0535	7403356	60541859002
88.09%	1.0513	7396300	60534987054
88.08%	1.0492	7389256	60528115106
88.07%	1.0481	7382224	60521243159
88.06%	1.0460	7375204	60514371211
88.05%	1.0438	7368195	60507499263
88.04%	1.0428	7361199	60500627316
88.03%	1.0407	7354213	60493755368
88.02%	1.0385	7347240	60486883420
88.01%	1.0375	7340278	60480011473
88.00%	1.0354	7333328	60473139525
87.99%	1.0333	7326389	60466267577
87.98%	1.0323	7319462	60459395630
87.97%	1.0302	7312547	60452523682
87.96%	1.0281	7305642	60445651734
87.95%	1.0271	7298750	60438779787
87.94%	1.0250	7291869	60431907839
87.93%	1.0240	7284999	60425035891
87.92%	1.0220	7278140	60418163944
87.91%	1.0199	7271293	60411291996
87.90%	1.0189	7264457	60404420048
87.89%	1.0169	7257633	60397548101
87.88%	1.0149	7250820	60390676153
87.87%	1.0139	7244018	60383804205
87.86%	1.0119	7237227	60376932258
87.85%	1.0099	7230447	60370060310
87.84%	1.0089	7223679	60363188362
87.83%	1.0069	7216921	60356316415
87.82%	1.0049	7210175	60349444467
87.81%	1.0039	7203440	60342572519
87.80%	1.0020	7196716	60335700572
87.79%	1.0000	7190003	60328828624
87.78%	0.9981	7183301	60321956676
87.77%	0.9971	7176609	60315084729
87.76%	0.9951	7169929	60308212781
87.75%	0.9932	7163260	60301340833
87.74%	0.9922	7156601	60294468886
87.73%	0.9903	7149954	60287596938
87.72%	0.9884	7143317	60280724990
87.71%	0.9875	7136691	60273853043
87.70%	0.9856	7130076	60266981095
87.69%	0.9837	7123471	60260109147
87.68%	0.9827	7116878	60253237199
87.67%	0.9808	7110295	60246365252
87.66%	0.9790	7103722	60239493304
87.65%	0.9780	7097161	60232621356
87.64%	0.9762	7090609	60225749409
87.63%	0.9743	7084069	60218877461
87.62%	0.9725	7077539	60212005513
87.61%	0.9715	7071020	60205133566
87.60%	0.9697	7064511	60198261618
87.59%	0.9679	7058012	60191389670
87.58%	0.9669	7051524	60184517723
87.57%	0.9651	7045047	60177645775
87.56%	0.9633	7038580	60170773827
87.55%	0.9624	7032123	60163901880
87.54%	0.9606	7025677	60157029932
87.53%	0.9588	7019241	60150157984
87.52%	0.9570	7012815	60143286037
87.51%	0.9561	7006400	60136414089
87.50%	0.9543	6999995	60129542141
87.49%	0.9526	6993600	60122670194
87.48%	0.9508	6987215	60115798246
87.47%	0.9499	6980840	60108926298
87.46%	0.9481	6974476	60102054351
87.45%	0.9464	6968122	60095182403
87.44%	0.9455	6961778	60088310455
87.43%	0.9438	6955444	60081438508
87.42%	0.9420	6949120	60074566560
87.41%	0.9403	6942806	60067694612
87.40%	0.9394	6936502	60060822665
87.39%	0.9377	6930209	60053950717
87.38%	0.9360	6923925	60047078769
87.37%	0.9343	6917651	60040206822
87.36%	0.9335	6911387	60033334874
87.35%	0.9318	6905133	60026462926
87.34%	0.9301	6898889	60019590979
87.33%	0.9292	6892654	60012719031
87.32%	0.9275	6886430	60005847083
87.31%	0.9259	6880215	59998975136
87.30%	0.9242	6874010	59992103188
87.29%	0.9234	6867815	59985231240
87.28%	0.9217	6861630	59978359293
87.27%	0.9200	6855454	59971487345
87.26%	0.9184	6849288	59964615397
87.25%	0.9176	6843132	59957743450
87.24%	0.9159	6836985	59950871502
87.23%	0.9143	6830848	59943999554
87.22%	0.9127	6824721	59937127607
87.21%	0.9118	6818603	59930255659
87.20%	0.9102	6812494	59923383711
87.19%	0.9086	6806396	59916511763
87.18%	0.9070	6800306	59909639816
87.17%	0.9054	6794227	59902767868
87.16%	0.9046	6788156	59895895920
87.15%	0.9030	6782096	59889023973
87.14%	0.9014	6776044	59882152025
87.13%	0.8998	6770002	59875280077
87.12%	0.8990	6763970	59868408130
87.11%	0.8975	6757946	59861536182
87.10%	0.8959	6751932	59854664234
87.09%	0.8943	6745928	59847792287
87.08%	0.8935	6739933	59840920339
87.07%	0.8920	6733946	59834048391
87.06%	0.8904	6727970	59827176444
87.05%	0.8889	6722002	59820304496
87.04%	0.8873	6716044	59813432548
87.03%	0.8866	6710095	59806560601
87.02%	0.8850	6704155	59799688653
87.01%	0.8835	6698224	59792816705
87.00%	0.8820	6692302	59785944758
86.99%	0.8812	6686390	59779072810
86.98%	0.8797	6680486	59772200862
86.97%	0.8782	6674592	59765328915
86.96%	0.8767	6668706	59758456967
86.95%	0.8752	6662830	59751585019
86.94%	0.8745	6656962	59744713072
86.93%	0.8730	6651104	59737841124
86.92%	0.8715	6645254	59730969176
86.91%	0.8700	6639414	59724097229
86.90%	0.8685	6633582	59717225281
86.89%	0.8678	6627759	59710353333
86.88%	0.8663	6621946	59703481386
86.87%	0.8649	6616141	59696609438
86.86%	0.8634	6610344	59689737490
86.85%	0.8620	6604557	59682865543
86.84%	0.8612	6598779	59675993595
86.83%	0.8598	6593009	59669121647
86.82%	0.8583	6587248	59662249700
86.81%	0.8569	6581496	59655377752
86.80%	0.8555	6575752	59648505804
86.79%	0.8540	6570017	59641633857
86.78%	0.8533	6564291	59634761909
86.77%	0.8519	6558573	59627889961
86.76%	0.8505	6552864	59621018014
86.75%	0.8491	6547164	59614146066
86.74%	0.8477	6541473	59607274118
86.73%	0.8470	6535789	59600402170
86.72%	0.8456	6530115	59593530223
86.71%	0.8442	6524449	59586658275
86.70%	0.8428	6518791	59579786327
86.69%	0.8414	6513142	59572914380
86.68%	0.8400	6507502	59566042432
86.67%	0.8393	6501870	59559170484
86.66%	0.8380	6496246	59552298537
86.65%	0.8366	6490631	59545426589
86.64%	0.8352	6485024	59538554641
86.63%	0.8339	6479426	59531682694
86.62%	0.8325	6473836	59524810746
86.61%	0.8318	6468254	59517938798
86.60%	0.8305	6462681	59511066851
86.59%	0.8291	6457116	59504194903
86.58%	0.8278	6451559	59497322955
86.57%	0.8265	6446011	59490451008
86.56%	0.8251	6440471	59483579060
86.55%	0.8245	6434939	59476707112
86.54%	0.8232	6429415	59469835165
86.53%	0.8218	6423899	59462963217
86.52%	0.8205	6418392	59456091269
86.51%	0.8192	6412893	59449219322
86.50%	0.8179	6407402	59442347374
86.49%	0.8166	6401919	59435475426
86.48%	0.8159	6396444	59428603479
86.47%	0.8146	6390977	59421731531
86.46%	0.8133	6385519	59414859583
86.45%	0.8121	6380068	59407987636
86.44%	0.8108	6374626	59401115688
86.43%	0.8095	6369191	59394243740
86.42%	0.8082	6363765	59387371793
86.41%	0.8076	6358346	59380499845
86.40%	0.8063	6352936	59373627897
86.39%	0.8050	6347533	59366755950
86.38%	0.8038	6342138	59359884002
86.37%	0.8025	6336752	59353012054
86.36%	0.8013	6331373	59346140107
86.35%	0.8000	6326002	59339268159
86.34%	0.7988	6320639	59332396211
86.33%	0.7981	6315283	59325524264
86.32%	0.7969	6309936	59318652316
86.31%	0.7956	6304596	59311780368
86.30%	0.7944	6299264	59304908421
86.29%	0.7932	6293940	59298036473
86.28%	0.7920	6288624	59291164525
86.27%	0.7907	6283316	59284292578
86.26%	0.7895	6278015	59277420630
86.25%	0.7883	6272722	59270548682
86.24%	0.7877	6267436	59263676734
86.23%	0.7865	6262158	59256804787
86.22%	0.7853	6256888	59249932839
86.21%	0.7841	6251626	59243060891
86.20%	0.7829	6246371	59236188944
86.19%	0.7817	6241124	59229316996
86.18%	0.7805	6235884	59222445048
86.17%	0.7793	6230652	59215573101
86.16%	0.7781	6225428	59208701153
86.15%	0.7769	6220211	59201829205
86.14%	0.7763	6215002	59194957258
86.13%	0.7752	6209800	59188085310
86.12%	0.7740	6204605	59181213362
86.11%	0.7728	6199418	59174341415
